user_id,total_questions,total_correct_solutions,number_algebra_mistakes,number_trigonometry_mistakes,number_reading_mistakes,number_working_with_formulas_mistakes,course_recommend
2262,40,40,0,0,0,0,Sleep and recover more. You are best!
2263,15,7,2,1,9,1,Курс по улучшению внимательности
2264,10,8,0,0,0,1,Курс по логическому мышлению и математике для начинающих
2265,43,2,7,23,6,8,Курс по тригонометрии
2266,1,1,0,0,0,0,Sleep and recover more. You are best!
2267,3,0,0,3,2,0,"Курс по тригонометрии, Курс по улучшению внимательности"
2268,3,2,1,0,0,0,Sleep and recover more. You are best!
2269,25,7,11,4,11,13,"Курс по улучшению внимательности, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2270,12,12,0,0,0,0,Sleep and recover more. You are best!
2271,21,17,1,4,0,3,"Курс по олимпиадной алгебре, Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2272,5,3,0,0,2,0,Курс по улучшению внимательности
2273,10,1,4,2,1,1,Курс по олимпиадной геометрии
2274,4,1,1,0,2,1,Курс по улучшению внимательности
2275,48,30,1,10,14,0,"Курс по тригонометрии, Курс по улучшению внимательности"
2276,11,8,0,0,4,1,Курс по улучшению внимательности
2277,40,6,29,0,13,0,"Курс по улучшению внимательности, Курс по алгебре"
2278,23,23,0,0,0,0,Sleep and recover more. You are best!
2279,34,8,16,40,1,0,"Курс по тригонометрии, Курс по алгебре"
2280,20,18,0,0,2,1,Sleep and recover more. You are best!
2281,36,18,0,8,2,21,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2282,18,1,19,5,1,6,"Курс по олимпиадной геометрии, Курс по алгебре"
2283,23,23,0,0,0,0,Sleep and recover more. You are best!
2284,49,19,13,4,1,9,Sleep and recover more. You are best!
2285,44,7,3,0,57,4,Курс по улучшению внимательности
2286,19,12,1,2,3,0,"Курс по олимпиадной алгебре, Курс по улучшению внимательности"
2287,9,5,0,1,1,4,Курс по логическому мышлению и математике для начинающих
2288,7,0,3,4,6,2,"Курс по тригонометрии, Курс по улучшению внимательности"
2289,3,3,0,0,0,0,Курс по олимпиадной алгебре
2290,15,7,17,0,0,0,Курс по алгебре
2291,33,23,0,1,3,10,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2292,36,36,0,0,0,0,Курс по олимпиадной геометрии
2293,11,8,0,1,0,4,Курс по логическому мышлению и математике для начинающих
2294,47,23,3,0,34,2,Курс по улучшению внимательности
2295,40,40,0,0,0,0,Sleep and recover more. You are best!
2296,50,39,6,2,0,12,Курс по логическому мышлению и математике для начинающих
2297,44,36,9,5,2,0,Курс по тригонометрии
2298,22,8,0,20,9,1,"Курс по тригонометрии, Курс по улучшению внимательности"
2299,45,33,1,1,9,0,"Курс по олимпиадной алгебре, Курс по улучшению внимательности"
2300,32,23,5,1,8,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2301,12,6,5,1,1,1,"Курс по олимпиадной геометрии, Курс по алгебре"
2302,8,6,0,1,0,2,Курс по логическому мышлению и математике для начинающих
2303,48,46,0,2,0,0,Sleep and recover more. You are best!
2304,34,9,21,0,14,7,"Курс по улучшению внимательности, Курс по алгебре"
2305,28,7,10,5,9,5,Курс по улучшению внимательности
2306,13,7,2,1,4,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2307,49,41,0,0,6,11,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2308,4,4,0,0,0,0,Sleep and recover more. You are best!
2309,35,1,1,9,6,57,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2310,12,9,0,0,2,0,Курс по улучшению внимательности
2311,20,7,0,0,5,10,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2312,9,5,0,2,0,1,Sleep and recover more. You are best!
2313,16,1,2,2,2,16,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2314,44,32,8,0,3,2,Sleep and recover more. You are best!
2315,39,21,6,9,5,2,Курс по олимпиадной геометрии
2316,34,13,2,2,40,0,Курс по улучшению внимательности
2317,2,0,0,1,0,0,Sleep and recover more. You are best!
2318,14,2,2,4,1,9,Курс по логическому мышлению и математике для начинающих
2319,29,4,5,13,22,14,"Курс по тригонометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2320,33,3,3,30,12,11,"Курс по тригонометрии, Курс по улучшению внимательности"
2321,25,8,2,5,10,1,Курс по улучшению внимательности
2322,9,8,0,0,0,2,Курс по логическому мышлению и математике для начинающих
2323,28,28,0,0,0,0,Sleep and recover more. You are best!
2324,47,42,5,0,0,2,Sleep and recover more. You are best!
2325,34,7,3,1,15,23,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2326,11,9,0,0,1,0,Курс по улучшению внимательности
2327,26,20,2,5,4,2,"Курс по тригонометрии, Курс по улучшению внимательности"
2328,9,0,13,1,5,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по алгебре"
2329,7,0,1,9,0,1,Курс по тригонометрии
2330,13,6,2,0,9,2,Курс по улучшению внимательности
2331,9,7,0,0,1,1,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2332,2,0,0,2,0,0,Курс по тригонометрии
2333,1,1,0,0,0,0,Sleep and recover more. You are best!
2334,30,28,0,2,0,0,Sleep and recover more. You are best!
2335,42,14,12,7,2,32,Курс по логическому мышлению и математике для начинающих
2336,49,32,0,21,1,0,Курс по тригонометрии
2337,9,1,2,0,6,7,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2338,49,21,24,0,0,20,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2339,13,6,6,1,0,4,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2340,4,3,1,0,0,0,Sleep and recover more. You are best!
2341,47,14,5,3,11,9,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2342,18,13,0,5,0,0,Курс по тригонометрии
2343,2,2,0,0,0,0,Sleep and recover more. You are best!
2344,29,0,1,3,44,0,Курс по улучшению внимательности
2345,2,0,0,0,1,0,Курс по улучшению внимательности
2346,44,0,66,0,10,0,Курс по алгебре
2347,28,18,0,8,8,2,"Курс по тригонометрии, Курс по улучшению внимательности"
2348,5,4,1,0,0,0,Sleep and recover more. You are best!
2349,25,5,0,6,8,27,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2350,6,6,0,0,0,0,Sleep and recover more. You are best!
2351,15,12,0,0,4,1,Курс по улучшению внимательности
2352,23,15,3,1,1,5,Курс по логическому мышлению и математике для начинающих
2353,44,5,4,4,33,2,Курс по улучшению внимательности
2354,13,1,3,4,4,13,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2355,36,33,0,0,0,2,Sleep and recover more. You are best!
2356,3,2,0,0,1,0,Курс по улучшению внимательности
2357,44,36,9,0,0,1,Sleep and recover more. You are best!
2358,19,6,3,6,3,14,Курс по логическому мышлению и математике для начинающих
2359,47,25,3,22,4,10,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2360,17,14,0,1,3,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2361,12,1,1,4,3,4,Курс по олимпиадной геометрии
2362,15,6,8,0,8,2,"Курс по улучшению внимательности, Курс по алгебре"
2363,18,6,7,1,2,0,"Курс по олимпиадной геометрии, Курс по алгебре"
2364,45,14,0,12,10,45,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2365,40,12,0,0,8,20,Курс по логическому мышлению и математике для начинающих
2366,9,8,1,0,0,0,Sleep and recover more. You are best!
2367,48,9,6,1,8,58,Курс по логическому мышлению и математике для начинающих
2368,2,0,1,0,0,1,Курс по логическому мышлению и математике для начинающих
2369,24,12,8,1,2,4,"Курс по олимпиадной геометрии, Курс по алгебре"
2370,39,33,2,5,3,1,"Курс по тригонометрии, Курс по улучшению внимательности"
2371,42,3,0,1,41,1,Курс по улучшению внимательности
2372,26,13,2,0,13,3,Курс по улучшению внимательности
2373,20,10,3,2,1,7,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2374,5,2,3,0,0,1,Курс по алгебре
2375,38,38,0,0,0,0,Sleep and recover more. You are best!
2376,22,14,0,1,1,15,Курс по логическому мышлению и математике для начинающих
2377,14,1,0,5,16,0,Курс по улучшению внимательности
2378,35,8,22,1,1,0,Курс по алгебре
2379,8,8,0,0,0,0,Sleep and recover more. You are best!
2380,42,2,20,7,13,38,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2381,49,23,5,1,10,21,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2382,21,14,6,3,2,3,Курс по логическому мышлению и математике для начинающих
2383,24,17,0,6,1,0,Курс по тригонометрии
2384,34,28,3,0,3,2,Курс по улучшению внимательности
2385,45,20,3,1,7,27,Курс по логическому мышлению и математике для начинающих
2386,33,6,5,10,1,10,Sleep and recover more. You are best!
2387,6,5,0,1,0,0,Курс по тригонометрии
2388,10,6,1,0,2,0,Курс по улучшению внимательности
2389,19,14,0,4,0,1,Курс по тригонометрии
2390,12,1,3,5,0,4,Курс по олимпиадной геометрии
2391,32,30,1,1,0,0,Sleep and recover more. You are best!
2392,37,12,1,30,3,17,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2393,13,11,0,4,0,0,Курс по тригонометрии
2394,19,8,2,0,0,20,Курс по логическому мышлению и математике для начинающих
2395,24,12,10,6,4,5,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2396,13,1,1,3,18,1,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2397,28,28,0,0,0,0,Курс по олимпиадной геометрии
2398,35,17,4,16,0,0,Курс по тригонометрии
2399,14,1,4,20,1,2,Курс по тригонометрии
2400,45,9,17,10,4,37,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2401,18,12,4,2,4,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2402,37,3,17,6,4,3,Sleep and recover more. You are best!
2403,3,1,0,1,2,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2404,19,11,4,2,3,7,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2405,42,34,11,0,0,0,Sleep and recover more. You are best!
2406,47,22,24,8,9,1,"Курс по улучшению внимательности, Курс по алгебре"
2407,28,16,13,11,0,0,"Курс по тригонометрии, Курс по алгебре"
2408,9,9,0,0,0,0,Sleep and recover more. You are best!
2409,8,8,0,0,0,0,Sleep and recover more. You are best!
2410,34,33,0,0,0,0,Sleep and recover more. You are best!
2411,21,19,0,0,1,0,Sleep and recover more. You are best!
2412,18,17,0,1,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2413,37,8,1,8,23,1,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2414,32,18,0,12,0,0,Курс по тригонометрии
2415,15,10,2,1,1,0,Курс по олимпиадной геометрии
2416,11,9,1,0,0,0,Курс по олимпиадной алгебре
2417,1,1,0,0,0,0,Sleep and recover more. You are best!
2418,3,3,0,0,0,0,Курс по олимпиадной геометрии
2419,40,35,0,7,0,1,Курс по тригонометрии
2420,10,3,0,1,5,0,Курс по улучшению внимательности
2421,46,13,3,20,6,9,Курс по тригонометрии
2422,30,15,8,6,1,4,Курс по алгебре
2423,21,6,1,0,14,9,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2424,44,6,12,32,9,8,Курс по тригонометрии
2425,22,22,0,0,0,0,Sleep and recover more. You are best!
2426,30,21,6,2,10,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2427,11,8,0,2,2,0,"Курс по тригонометрии, Курс по улучшению внимательности"
2428,14,0,0,11,0,15,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2429,36,32,2,4,0,2,"Курс по олимпиадной алгебре, Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2430,24,19,0,1,1,3,Курс по логическому мышлению и математике для начинающих
2431,19,6,0,0,10,2,Курс по улучшению внимательности
2432,50,5,8,16,52,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2433,42,9,6,2,22,15,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2434,23,0,19,7,3,3,Курс по алгебре
2435,11,11,0,0,0,0,Sleep and recover more. You are best!
2436,42,32,0,8,6,2,"Курс по тригонометрии, Курс по улучшению внимательности"
2437,8,1,2,5,3,2,"Курс по тригонометрии, Курс по улучшению внимательности"
2438,13,4,2,0,4,9,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2439,23,1,7,10,0,9,Курс по логическому мышлению и математике для начинающих
2440,15,15,0,0,0,0,Курс по олимпиадной алгебре
2441,46,28,4,5,2,3,Курс по олимпиадной геометрии
2442,45,40,0,2,2,0,Курс по улучшению внимательности
2443,4,0,1,3,3,0,"Курс по тригонометрии, Курс по улучшению внимательности"
2444,48,40,9,1,2,4,Курс по логическому мышлению и математике для начинающих
2445,46,0,9,9,58,5,Курс по улучшению внимательности
2446,22,22,0,0,0,0,Sleep and recover more. You are best!
2447,12,10,0,1,0,1,Курс по логическому мышлению и математике для начинающих
2448,39,18,4,0,16,3,Курс по улучшению внимательности
2449,48,4,25,10,13,28,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2450,13,12,0,0,0,0,Sleep and recover more. You are best!
2451,20,17,1,2,1,0,"Курс по тригонометрии, Курс по улучшению внимательности"
2452,5,2,2,0,0,0,Курс по алгебре
2453,14,6,1,1,0,8,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2454,40,23,1,24,0,0,Курс по тригонометрии
2455,18,16,0,0,0,3,Курс по логическому мышлению и математике для начинающих
2456,37,34,0,0,3,0,Sleep and recover more. You are best!
2457,10,7,0,5,0,0,Курс по тригонометрии
2458,31,29,0,2,0,1,Sleep and recover more. You are best!
2459,16,8,5,0,0,9,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2460,28,5,14,5,9,13,"Курс по улучшению внимательности, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2461,7,7,0,0,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2462,28,26,0,0,0,3,Sleep and recover more. You are best!
2463,26,21,1,0,0,3,Курс по логическому мышлению и математике для начинающих
2464,8,1,2,5,1,1,Курс по тригонометрии
2465,24,17,2,3,1,0,Курс по олимпиадной алгебре
2466,7,2,4,2,0,0,"Курс по олимпиадной геометрии, Курс по алгебре"
2467,33,25,1,3,4,0,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2468,26,25,0,0,1,0,Sleep and recover more. You are best!
2469,46,2,3,21,50,18,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2470,32,31,0,0,1,0,Sleep and recover more. You are best!
2471,14,8,5,1,1,0,Курс по алгебре
2472,47,40,1,7,2,3,"Курс по олимпиадной алгебре, Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2473,38,5,4,16,16,20,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2474,29,23,0,0,0,5,Курс по логическому мышлению и математике для начинающих
2475,4,3,1,0,0,0,Sleep and recover more. You are best!
2476,27,14,0,0,5,10,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2477,42,23,1,31,0,0,Курс по тригонометрии
2478,22,8,2,4,6,8,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2479,30,19,8,4,4,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2480,43,7,1,34,10,23,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2481,35,11,24,0,0,1,Курс по алгебре
2482,46,3,7,4,44,6,Курс по улучшению внимательности
2483,18,16,0,2,0,0,Курс по тригонометрии
2484,45,19,7,0,2,15,Курс по логическому мышлению и математике для начинающих
2485,25,11,0,4,24,1,Курс по улучшению внимательности
2486,17,16,0,0,2,0,Sleep and recover more. You are best!
2487,10,5,5,0,1,0,Курс по алгебре
2488,27,8,2,1,3,10,Курс по логическому мышлению и математике для начинающих
2489,3,1,4,0,0,0,Курс по алгебре
2490,7,6,0,0,0,0,Sleep and recover more. You are best!
2491,13,5,0,6,0,0,Курс по тригонометрии
2492,34,3,4,0,5,18,Курс по логическому мышлению и математике для начинающих
2493,15,3,13,6,1,1,Курс по алгебре
2494,44,4,3,0,55,14,Курс по улучшению внимательности
2495,41,10,4,2,30,13,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2496,2,1,0,0,1,0,Курс по улучшению внимательности
2497,3,1,0,1,0,1,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2498,38,11,0,20,8,12,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2499,50,33,3,7,3,3,Sleep and recover more. You are best!
2500,35,19,12,1,0,12,"Курс по олимпиадной геометрии, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2501,30,9,6,17,16,2,"Курс по тригонометрии, Курс по улучшению внимательности"
2502,44,39,5,0,3,2,Курс по улучшению внимательности
2503,19,13,0,7,3,0,"Курс по тригонометрии, Курс по улучшению внимательности"
2504,13,5,0,14,2,0,Курс по тригонометрии
2505,13,3,0,11,4,0,"Курс по тригонометрии, Курс по улучшению внимательности"
2506,39,20,0,23,0,0,Курс по тригонометрии
2507,4,0,0,0,4,0,Курс по улучшению внимательности
2508,27,19,5,3,0,5,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2509,21,3,3,0,19,6,Курс по улучшению внимательности
2510,24,10,6,8,0,1,Курс по тригонометрии
2511,40,4,0,37,1,1,Курс по тригонометрии
2512,39,2,33,0,9,0,Курс по алгебре
2513,3,1,3,0,0,0,Курс по алгебре
2514,26,25,1,0,0,0,Sleep and recover more. You are best!
2515,19,19,0,0,0,0,Sleep and recover more. You are best!
2516,22,11,1,14,1,0,Курс по тригонометрии
2517,25,6,7,8,14,11,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2518,47,15,40,1,3,0,Курс по алгебре
2519,35,16,2,5,4,14,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2520,50,24,4,3,2,15,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2521,14,12,0,0,1,1,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2522,8,8,0,0,0,0,Sleep and recover more. You are best!
2523,37,23,7,3,19,1,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2524,42,41,0,2,0,0,Курс по олимпиадной алгебре
2525,16,3,1,4,8,6,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2526,22,12,0,17,0,0,Курс по тригонометрии
2527,36,28,2,1,2,6,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2528,24,10,1,1,3,11,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2529,28,19,2,6,1,0,"Курс по олимпиадной алгебре, Курс по тригонометрии"
2530,7,5,0,0,0,1,Курс по логическому мышлению и математике для начинающих
2531,22,1,12,1,7,23,"Курс по улучшению внимательности, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2532,29,3,0,4,38,1,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2533,44,43,0,0,0,1,Sleep and recover more. You are best!
2534,2,2,0,0,0,0,Курс по олимпиадной алгебре
2535,30,8,5,3,3,8,Sleep and recover more. You are best!
2536,5,2,2,0,0,1,Курс по алгебре
2537,46,20,34,2,5,3,"Курс по олимпиадной геометрии, Курс по алгебре"
2538,8,3,0,5,0,0,Курс по тригонометрии
2539,9,4,0,0,8,2,Курс по улучшению внимательности
2540,29,25,0,5,1,1,Курс по тригонометрии
2541,6,6,0,0,0,0,Sleep and recover more. You are best!
2542,18,18,0,0,0,0,Sleep and recover more. You are best!
2543,7,6,0,1,0,0,Курс по тригонометрии
2544,14,4,0,2,4,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2545,12,1,2,12,5,2,"Курс по тригонометрии, Курс по улучшению внимательности"
2546,2,0,0,0,3,0,Курс по улучшению внимательности
2547,42,15,0,33,0,0,Курс по тригонометрии
2548,18,14,0,1,1,2,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2549,28,22,2,3,3,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2550,3,2,1,0,0,0,Sleep and recover more. You are best!
2551,7,7,0,0,0,0,Курс по олимпиадной алгебре
2552,28,20,0,11,1,1,Курс по тригонометрии
2553,50,45,1,1,1,1,Sleep and recover more. You are best!
2554,38,11,1,10,37,2,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2555,45,22,1,10,7,12,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2556,48,30,3,5,8,1,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2557,22,14,1,9,1,0,Курс по тригонометрии
2558,42,13,4,22,1,3,Курс по тригонометрии
2559,10,10,0,0,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2560,42,13,15,1,2,6,Курс по алгебре
2561,15,2,1,0,0,22,Курс по логическому мышлению и математике для начинающих
2562,12,0,0,2,1,14,Курс по логическому мышлению и математике для начинающих
2563,14,5,4,2,7,2,Курс по улучшению внимательности
2564,42,40,0,0,1,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2565,13,6,2,1,6,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2566,1,1,0,0,0,0,Sleep and recover more. You are best!
2567,10,8,2,0,0,2,Курс по логическому мышлению и математике для начинающих
2568,15,5,1,0,2,9,Курс по логическому мышлению и математике для начинающих
2569,18,7,0,1,5,17,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2570,18,7,2,9,4,4,"Курс по тригонометрии, Курс по улучшению внимательности"
2571,31,23,0,1,0,7,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2572,36,24,14,5,0,0,Курс по олимпиадной геометрии
2573,23,15,2,0,8,1,Курс по улучшению внимательности
2574,42,27,7,0,6,3,Курс по улучшению внимательности
2575,41,33,2,4,0,10,Курс по логическому мышлению и математике для начинающих
2576,38,24,9,3,3,1,Курс по олимпиадной геометрии
2577,37,25,7,3,0,1,Sleep and recover more. You are best!
2578,49,19,51,0,0,1,Курс по алгебре
2579,10,3,11,2,0,1,"Курс по олимпиадной геометрии, Курс по алгебре"
2580,35,6,5,9,10,39,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2581,4,2,1,0,0,0,Sleep and recover more. You are best!
2582,7,7,0,0,0,0,Sleep and recover more. You are best!
2583,41,25,10,8,3,14,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2584,31,12,4,0,0,16,Курс по логическому мышлению и математике для начинающих
2585,4,2,0,0,3,0,Курс по улучшению внимательности
2586,39,11,28,3,8,8,"Курс по олимпиадной геометрии, Курс по алгебре"
2587,48,27,12,6,1,24,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2588,22,13,0,13,0,0,Курс по тригонометрии
2589,14,0,14,0,2,0,Курс по алгебре
2590,22,5,2,7,4,11,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2591,49,25,3,39,4,1,Курс по тригонометрии
2592,13,4,2,0,6,3,Курс по улучшению внимательности
2593,1,0,0,1,0,0,Курс по тригонометрии
2594,39,3,0,59,5,1,Курс по тригонометрии
2595,16,12,0,0,6,2,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2596,21,15,0,5,0,4,"Курс по тригонометрии, Курс по логическому мышлению и математике для начинающих"
2597,8,4,0,0,3,0,Курс по улучшению внимательности
2598,22,12,2,1,2,3,Курс по олимпиадной геометрии
2599,8,2,1,3,0,4,Курс по логическому мышлению и математике для начинающих
2600,40,13,3,2,1,26,Курс по логическому мышлению и математике для начинающих
2601,8,8,0,0,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2602,24,6,1,1,15,5,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2603,42,34,1,0,1,4,"Курс по олимпиадной алгебре, Курс по логическому мышлению и математике для начинающих"
2604,48,8,0,11,19,4,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2605,28,25,3,0,0,2,Курс по логическому мышлению и математике для начинающих
2606,17,12,2,1,0,2,Курс по олимпиадной алгебре
2607,28,6,3,1,16,1,Курс по улучшению внимательности
2608,34,31,0,2,2,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2609,39,16,18,0,4,3,Курс по алгебре
2610,21,4,11,9,2,9,"Курс по тригонометрии, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2611,20,0,2,2,16,14,"Курс по олимпиадной геометрии, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2612,16,11,1,4,0,0,Курс по тригонометрии
2613,34,16,0,0,1,21,Курс по логическому мышлению и математике для начинающих
2614,20,13,6,1,2,3,"Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2615,25,22,2,0,0,2,Курс по логическому мышлению и математике для начинающих
2616,21,20,0,0,1,0,Sleep and recover more. You are best!
2617,31,9,0,36,0,7,Курс по тригонометрии
2618,31,31,0,0,0,0,Курс по олимпиадной геометрии
2619,3,1,1,1,0,0,Sleep and recover more. You are best!
2620,45,27,1,2,2,30,"Курс по олимпиадной алгебре, Курс по олимпиадной геометрии, Курс по логическому мышлению и математике для начинающих"
2621,7,6,0,0,1,0,Курс по улучшению внимательности
2622,47,43,1,0,0,7,Sleep and recover more. You are best!
2623,24,2,22,2,1,16,"Курс по олимпиадной геометрии, Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2624,6,6,0,0,0,0,Sleep and recover more. You are best!
2625,23,13,13,0,0,6,"Курс по алгебре, Курс по логическому мышлению и математике для начинающих"
2626,8,5,0,0,0,3,Курс по логическому мышлению и математике для начинающих
2627,30,27,0,2,0,0,Sleep and recover more. You are best!
2628,50,36,0,1,26,0,"Курс по олимпиадной геометрии, Курс по улучшению внимательности"
2629,39,32,3,0,3,4,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2630,28,3,4,25,15,1,"Курс по тригонометрии, Курс по улучшению внимательности"
2631,47,12,11,41,8,14,Курс по тригонометрии
2632,27,27,0,0,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2633,22,20,0,0,1,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2634,29,26,0,0,1,3,"Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2635,15,6,1,15,1,0,Курс по тригонометрии
2636,1,1,0,0,0,0,"Курс по олимпиадной геометрии, Курс по олимпиадной алгебре"
2637,43,20,27,0,0,1,Курс по алгебре
2638,40,22,20,2,3,4,Курс по алгебре
2639,8,1,7,0,0,0,Курс по алгебре
2640,2,2,0,0,0,0,Sleep and recover more. You are best!
2641,33,25,3,2,5,7,"Курс по олимпиадной алгебре, Курс по улучшению внимательности, Курс по логическому мышлению и математике для начинающих"
2642,36,26,1,13,3,4,Курс по тригонометрии
2643,21,5,0,24,0,1,Курс по тригонометрии
2644,18,2,1,0,1,13,Курс по логическому мышлению и математике для начинающих
